TIMESTAMP,UserID,TaskID,RaycastCount,LassoCount,SelectedACount,SelectedBCount,UnselectedCount
891.0212,1,23,1,0,94,0, 156
891.7712,1,23,1,0,93,0, 157
892.7213,1,23,1,0,92,0, 158
893.3712,1,23,1,0,91,0, 159
894.0046,1,23,1,0,90,0, 160
894.7046,1,23,1,0,89,0, 161
895.6713,1,23,1,0,88,0, 162
896.5712,1,23,1,0,87,0, 163
897.9546,1,23,1,0,86,0, 164
899.4046,1,23,1,0,85,0, 165
900.0212,1,23,1,0,84,0, 166
900.8546,1,23,1,0,83,0, 167
902.8379,1,23,1,0,82,0, 168
903.4879,1,23,1,0,81,0, 169
904.1713,1,23,1,0,80,0, 170
906.2379,1,23,1,0,79,0, 171
908.1546,1,23,1,0,78,0, 172
909.7213,1,23,1,0,77,0, 173
910.2879,1,23,1,0,78,0, 172
913.8379,1,24,0,0,0,0,750
932.5713,1,24,0,92,92,0, 658
933.6213,1,24,1,0,93,0, 657
934.0546,1,24,1,0,94,0, 656
935.0546,1,24,1,0,95,0, 655
937.8213,1,24,1,0,94,0, 656
938.9047,1,24,1,0,93,0, 657
939.6547,1,24,1,0,92,0, 658
942.7213,1,24,1,0,91,0, 659
943.5213,1,24,1,0,90,0, 660
949.388,1,24,1,0,89,0, 661
953.388,1,24,1,0,88,0, 662
956.6713,1,25,0,0,0,0,750
967.8713,1,25,0,73,73,0, 677
969.4213,1,25,1,0,72,0, 678
970.3713,1,25,1,0,71,0, 679
971.3881,1,25,1,0,70,0, 680
972.6879,1,25,1,0,69,0, 681
973.638,1,25,1,0,68,0, 682
975.038,1,25,1,0,67,0, 683
975.7213,1,25,1,0,66,0, 684
977.5714,1,25,1,0,65,0, 685
978.188,1,25,1,0,64,0, 686
980.6047,1,25,1,0,63,0, 687
984.0047,1,26,0,0,0,0,750
996.6714,1,26,0,207,207,0, 543
999.0047,1,26,1,0,206,0, 544
1003.488,1,26,1,0,205,0, 545
1006.488,1,26,1,0,204,0, 546
1010.288,1,26,1,0,203,0, 547
1011.421,1,26,1,0,202,0, 548
1013.288,1,26,1,0,201,0, 549
1013.921,1,26,1,0,200,0, 550
1015.021,1,26,1,0,199,0, 551
1018.871,1,26,1,0,198,0, 552
1019.855,1,26,1,0,197,0, 553
1020.721,1,26,1,0,196,0, 554
1021.588,1,26,1,0,195,0, 555
1022.905,1,26,1,0,194,0, 556
1024.138,1,26,1,0,193,0, 557
1025.055,1,26,1,0,192,0, 558
1025.905,1,26,1,0,191,0, 559
1029.405,1,26,1,0,190,0, 560
1030.155,1,26,1,0,189,0, 561
1030.821,1,26,1,0,188,0, 562
1032.371,1,26,1,0,187,0, 563
1033.171,1,26,1,0,186,0, 564
1033.938,1,26,1,0,185,0, 565
1034.438,1,26,1,0,184,0, 566
1034.871,1,26,1,0,183,0, 567
1035.338,1,26,1,0,182,0, 568
1036.705,1,26,1,0,181,0, 569
1039.488,1,27,0,0,0,0,250
1047.805,1,27,0,103,103,0, 147
1049.388,1,27,1,0,102,0, 148
1050.171,1,27,1,0,101,0, 149
1051.155,1,27,1,0,100,0, 150
1051.905,1,27,1,0,99,0, 151
1052.921,1,27,1,0,98,0, 152
1053.922,1,27,1,0,97,0, 153
1054.555,1,27,1,0,96,0, 154
1055.838,1,27,1,0,95,0, 155
1056.638,1,27,1,0,94,0, 156
1057.405,1,27,1,0,95,0, 155
1058.755,1,27,1,0,94,0, 156
1060.205,1,27,1,0,93,0, 157
1061.338,1,27,1,0,92,0, 158
1062.905,1,27,1,0,91,0, 159
1063.738,1,27,1,0,90,0, 160
1064.605,1,27,1,0,89,0, 161
1065.738,1,27,1,0,88,0, 162
1066.621,1,27,1,0,87,0, 163
1068.571,1,27,1,0,86,0, 164
1070.105,1,27,1,0,85,0, 165
1071.138,1,27,1,0,84,0, 166
1071.838,1,27,1,0,83,0, 167
1077.222,1,28,0,0,0,0,250
1092.172,1,28,0,86,86,0, 164
1093.155,1,28,1,0,87,0, 163
1093.505,1,28,1,0,88,0, 162
1093.872,1,28,1,0,89,0, 161
1094.305,1,28,1,0,90,0, 160
1096.822,1,28,1,0,89,0, 161
1097.588,1,28,1,0,88,0, 162
1098.438,1,28,1,0,87,0, 163
1099.055,1,28,1,0,86,0, 164
1099.972,1,28,1,0,85,0, 165
1100.788,1,28,1,0,84,0, 166
1104.155,1,28,1,0,85,0, 165
1106.338,1,28,1,0,84,0, 166
1110.188,1,29,0,0,0,0,500
1118.905,1,29,0,125,125,0, 375
1120.055,1,29,1,0,124,0, 376
1120.622,1,29,1,0,123,0, 377
1121.422,1,29,1,0,122,0, 378
1122.422,1,29,1,0,121,0, 379
1124.222,1,29,1,0,120,0, 380
1124.972,1,29,1,0,119,0, 381
1125.755,1,29,1,0,118,0, 382
1127.655,1,29,1,0,117,0, 383
1128.688,1,29,1,0,116,0, 384
1130.021,1,29,1,0,115,0, 385
1130.572,1,29,1,0,114,0, 386
1133.088,1,29,1,0,113,0, 387
1135.838,1,29,1,0,112,0, 388
1136.472,1,29,1,0,111,0, 389
1137.222,1,29,1,0,110,0, 390
1138.972,1,29,1,0,109,0, 391
1139.771,1,29,1,0,108,0, 392
1141.605,1,29,1,0,107,0, 393
1142.038,1,29,1,0,106,0, 394
1142.788,1,29,1,0,105,0, 395
1144.172,1,29,1,0,104,0, 396
1145.555,1,29,1,0,103,0, 397
1147.022,1,29,1,0,102,0, 398
1147.872,1,29,1,0,101,0, 399
1149.105,1,29,1,0,100,0, 400
1149.805,1,29,1,0,99,0, 401
1151.105,1,29,1,0,98,0, 402
1152.055,1,29,1,0,97,0, 403
1154.055,1,29,1,0,96,0, 404
1155.738,1,29,1,0,95,0, 405
1160.072,1,30,0,0,0,0,250
1180.655,1,30,0,126,126,0, 124
1184.238,1,30,1,0,125,0, 125
1185.438,1,30,1,0,124,0, 126
1186.655,1,30,1,0,123,0, 127
1187.405,1,30,1,0,122,0, 128
1187.938,1,30,1,0,121,0, 129
1189.238,1,30,1,0,120,0, 130
1191.255,1,30,1,0,119,0, 131
1192.055,1,30,1,0,118,0, 132
1193.438,1,30,1,0,117,0, 133
1194.188,1,30,1,0,116,0, 134
1195.805,1,30,1,0,115,0, 135
1196.755,1,30,1,0,114,0, 136
1197.372,1,30,1,0,113,0, 137
1198.438,1,30,1,0,112,0, 138
1201.272,1,31,0,0,0,0,500
1209.005,1,31,0,134,134,0, 366
1211.022,1,32,0,0,0,0,750
1220.238,1,32,0,76,76,0, 674
1221.738,1,32,1,0,75,0, 675
1222.338,1,32,1,0,74,0, 676
1223.755,1,32,1,0,73,0, 677
1224.772,1,32,1,0,74,0, 676
1226.205,1,32,1,0,75,0, 675
1227.272,1,32,1,0,74,0, 676
1228.305,1,32,1,0,73,0, 677
1230.588,1,32,1,0,72,0, 678
1231.755,1,32,1,0,71,0, 679
1232.672,1,32,1,0,72,0, 678
1233.838,1,32,1,0,71,0, 679
1237.022,1,33,0,0,0,0,500
1246.388,1,33,0,130,130,0, 370
1249.055,1,33,1,0,129,0, 371
1250.288,1,33,1,0,128,0, 372
1251.472,1,33,1,0,127,0, 373
1252.722,1,33,1,0,126,0, 374
1254.038,1,33,1,0,125,0, 375
1256.322,1,33,1,0,124,0, 376
1257.338,1,33,1,0,123,0, 377
1258.272,1,33,1,0,122,0, 378
1259.838,1,33,1,0,121,0, 379
1261.738,1,33,1,0,120,0, 380
1262.422,1,33,1,0,121,0, 379
1262.938,1,33,1,0,122,0, 378
1264.272,1,33,1,0,121,0, 379
1266.055,1,33,1,0,120,0, 380
1266.938,1,33,1,0,119,0, 381
1267.522,1,33,1,0,118,0, 382
1268.555,1,33,1,0,117,0, 383
1269.872,1,33,1,0,116,0, 384
1270.905,1,33,1,0,115,0, 385
1271.455,1,33,1,0,114,0, 386
1272.338,1,33,1,0,113,0, 387
1272.938,1,33,1,0,112,0, 388
1273.555,1,33,1,0,111,0, 389
1275.305,1,33,1,0,110,0, 390
1276.622,1,33,1,0,109,0, 391
1278.355,1,33,1,0,108,0, 392
1279.005,1,33,1,0,107,0, 393
1279.588,1,33,1,0,106,0, 394
1280.722,1,33,1,0,105,0, 395
1281.488,1,33,1,0,104,0, 396
1282.022,1,33,1,0,103,0, 397
1282.855,1,33,1,0,102,0, 398
1284.255,1,33,1,0,101,0, 399
1289.188,1,34,0,0,0,0,500
1295.888,1,34,0,84,84,0, 416
1297.338,1,34,1,0,83,0, 417
1297.972,1,34,1,0,82,0, 418
1299.089,1,34,1,0,81,0, 419
1299.688,1,34,1,0,80,0, 420
1300.305,1,34,1,0,79,0, 421
1301.405,1,34,1,0,78,0, 422
1302.305,1,34,1,0,77,0, 423
1303.155,1,34,1,0,76,0, 424
1303.705,1,34,1,0,75,0, 425
1304.788,1,34,1,0,74,0, 426
1305.605,1,34,1,0,73,0, 427
1306.322,1,34,1,0,72,0, 428
1306.755,1,34,1,0,71,0, 429
1307.772,1,34,1,0,70,0, 430
1308.388,1,34,1,0,69,0, 431
1308.839,1,34,1,0,68,0, 432
1309.355,1,34,1,0,67,0, 433
1312.022,1,34,1,0,66,0, 434
1312.905,1,34,1,0,65,0, 435
1316.755,1,35,0,0,0,0,750
1323.989,1,35,0,145,145,0, 605
1325.622,1,35,1,0,144,0, 606
1326.655,1,35,1,0,143,0, 607
1327.589,1,35,1,0,142,0, 608
1328.505,1,35,1,0,141,0, 609
1329.305,1,35,1,0,140,0, 610
1330.105,1,35,1,0,139,0, 611
1331.339,1,35,1,0,138,0, 612
1332.422,1,35,1,0,137,0, 613
1334.772,1,35,1,0,136,0, 614
1336.322,1,35,1,0,135,0, 615
1337.222,1,35,1,0,134,0, 616
1338.122,1,35,1,0,133,0, 617
1341.972,1,36,0,0,0,0,250
1355.072,1,36,0,83,83,0, 167
1357.139,1,36,1,0,82,0, 168
1357.939,1,36,1,0,81,0, 169
1358.522,1,36,1,0,80,0, 170
1359.755,1,36,1,0,79,0, 171
1360.222,1,36,1,0,78,0, 172
1360.955,1,36,1,0,77,0, 173
1363.289,1,36,1,0,76,0, 174
1364.272,1,36,1,0,75,0, 175
1365.972,1,36,1,0,74,0, 176
1367.405,1,36,1,0,73,0, 177
1376.755,1,37,0,0,0,0,200
1385.055,1,37,0,86,86,0, 114
1387.355,1,37,0,94,180,0, 20
1389.355,1,37,1,0,179,1, 20
1390.855,1,37,1,0,178,2, 20
1391.939,1,37,1,0,177,3, 20
1393.822,1,37,1,0,176,4, 20
1394.839,1,37,1,0,175,5, 20
1396.405,1,37,1,0,174,6, 20
1398.255,1,37,1,0,173,7, 20
1399.255,1,37,1,0,172,8, 20
1401.939,1,37,1,0,171,9, 20
1403.372,1,37,1,0,170,10, 20
1404.205,1,37,1,0,169,11, 20
1405.005,1,37,1,0,168,12, 20
1406.255,1,37,1,0,167,13, 20
1407.189,1,37,1,0,166,14, 20
1408.155,1,37,1,0,165,15, 20
1409.655,1,37,1,0,164,16, 20
1410.505,1,37,1,0,163,17, 20
1411.405,1,37,1,0,162,18, 20
1414.539,1,37,1,0,161,19, 20
1416.355,1,37,1,0,160,20, 20
1418.072,1,37,1,0,159,21, 20
1418.822,1,37,1,0,158,22, 20
1420.689,1,37,1,0,157,23, 20
1421.989,1,37,1,0,156,24, 20
1423.155,1,37,1,0,155,25, 20
1424.105,1,37,1,0,154,26, 20
1424.922,1,37,1,0,153,27, 20
1425.422,1,37,1,0,152,28, 20
1430.489,1,37,1,0,151,29, 20
1438.922,1,37,1,0,151,28, 21
1441.689,1,37,0,4,151,24, 25
1444.272,1,37,0,3,151,21, 28
1445.889,1,37,0,1,151,20, 29
1446.739,1,37,1,0,151,19, 30
1447.639,1,37,1,0,151,18, 31
1448.222,1,37,1,0,151,17, 32
1450.855,1,37,0,7,151,10, 39
1454.139,1,37,0,7,151,3, 46
1458.489,1,37,0,2,151,1, 48
1464.472,1,37,0,4,147,1, 52
1466.489,1,37,0,6,141,1, 58
1468.156,1,37,0,1,140,1, 59
1469.655,1,37,0,2,138,1, 61
1472.122,1,37,0,4,134,1, 65
1474.622,1,37,0,2,132,1, 67
1485.139,1,38,0,0,0,0,200
1492.505,1,38,0,95,95,0, 105
1496.972,1,38,0,78,95,78, 27
1503.455,1,38,0,3,92,78, 30
1505.105,1,38,0,1,91,78, 31
1508.255,1,38,0,2,89,78, 33
1511.039,1,38,0,8,84,75, 41
1557.022,1,39,0,0,0,0,200
1568.239,1,39,0,96,96,0, 104
1572.256,1,39,0,100,96,100, 4
1579.772,1,39,0,4,92,100, 8
1581.689,1,39,0,2,90,100, 10
1583.005,1,39,0,1,89,100, 11
1585.589,1,39,0,4,89,96, 15
1588.656,1,39,0,3,89,93, 18
1590.422,1,39,0,2,89,91, 20
1592.539,1,39,0,2,89,89, 22
1595.006,1,39,0,2,89,87, 24
1597.939,1,39,0,2,89,85, 26
1599.906,1,39,0,1,89,84, 27
1602.689,1,39,0,2,89,82, 29
1607.656,1,39,0,1,89,81, 30
1609.839,1,39,0,1,89,80, 31
1611.672,1,39,0,1,89,79, 32
1614.389,1,39,0,3,86,79, 35
1618.106,1,39,0,1,85,79, 36
1619.172,1,39,1,0,84,79, 37
1621.222,1,39,0,6,78,79, 43
1641.306,1,40,0,0,0,0,200
1648.489,1,40,0,90,90,0, 110
1652.356,1,40,0,83,90,83, 27
1654.189,1,41,0,0,0,0,200
1663.806,1,41,0,94,94,0, 106
1667.089,1,41,0,89,94,89, 17
1672.239,1,41,0,3,94,86, 20
1674.789,1,41,0,3,94,83, 23
1678.522,1,41,0,3,94,80, 26
1682.922,1,41,0,4,90,80, 30
1684.256,1,41,0,2,88,80, 32
1687.539,1,41,0,2,86,80, 34
1688.889,1,41,0,3,83,80, 37
1690.039,1,41,0,1,82,80, 38
1692.539,1,41,0,4,78,80, 42
1694.956,1,41,0,3,78,77, 45
1697.722,1,41,0,4,78,73, 49
1701.606,1,41,0,2,78,71, 51
1706.872,1,42,0,0,0,0,200
1714.806,1,42,0,85,85,0, 115
1718.556,1,42,0,84,85,84, 31
1727.789,1,42,1,0,85,83, 32
1728.322,1,42,0,1,85,82, 33
1729.556,1,42,0,1,85,81, 34
1733.606,1,42,0,5,80,81, 39
1734.839,1,42,0,1,79,81, 40
1737.022,1,42,0,1,78,81, 41
1739.972,1,42,0,2,76,81, 43
1742.706,1,42,0,2,76,79, 45
1752.256,1,42,0,1,76,78, 46
1752.622,1,42,1,0,76,77, 47
1754.739,1,43,0,0,0,0,200
1762.106,1,43,1,0,1,0, 199
1762.739,1,43,0,101,102,0, 98
1764.022,1,43,0,89,191,0, 9
1770.439,1,43,0,5,186,0, 14
1773.439,1,43,0,3,183,0, 17
1774.556,1,43,0,1,182,0, 18
1776.139,1,43,0,1,181,0, 19
1781.539,1,43,0,4,177,0, 23
1783.122,1,43,0,2,175,0, 25
1785.439,1,43,0,1,174,0, 26
1789.739,1,43,0,2,172,0, 28
1790.606,1,43,0,2,170,0, 30
1792.739,1,43,0,3,167,0, 33
1795.656,1,43,0,2,165,0, 35
1798.272,1,44,0,0,0,0,200
1805.189,1,44,0,90,90,0, 110
1809.323,1,44,0,78,90,78, 32
1814.256,1,44,0,2,90,76, 34
1815.189,1,44,0,1,89,76, 35
1816.539,1,44,0,2,87,76, 37
1817.239,1,44,0,1,86,76, 38
1818.223,1,44,0,1,85,76, 39
1820.123,1,44,0,2,83,76, 41
1821.656,1,44,0,1,82,76, 42
1822.672,1,44,0,1,81,76, 43
1825.039,1,44,0,1,81,75, 44
1827.506,1,44,0,4,80,72, 48
1833.739,1,44,0,2,80,70, 50
1835.706,1,44,0,2,80,68, 52
1836.806,1,44,0,1,80,67, 53
1839.106,1,45,0,0,0,0,200
1856.739,1,45,0,94,94,0, 106
1860.356,1,45,0,76,94,76, 30
1863.356,1,46,0,0,0,0,200
1866.123,1,46,0,92,92,0, 108
1867.189,1,46,0,93,185,0, 15
1874.206,1,46,0,8,177,0, 23
1875.906,1,46,0,4,173,0, 27
1877.456,1,46,0,6,167,0, 33
1879.423,1,46,0,3,164,0, 36
1881.506,1,46,0,3,161,0, 39
1883.806,1,46,0,3,158,0, 42
1885.473,1,46,0,3,155,0, 45
1887.039,1,46,0,4,151,0, 49
1888.573,1,46,0,1,150,0, 50
1890.739,1,46,0,2,148,0, 52
1892.923,1,46,0,1,147,0, 53
1894.773,1,46,0,1,146,0, 54
1896.523,1,46,0,1,145,0, 55
1899.773,1,46,0,1,144,0, 56
1907.239,1,46,0,2,142,0, 58
1909.773,1,46,0,2,140,0, 60
1913.306,1,46,0,2,138,0, 62
1914.906,1,46,0,4,134,0, 66
1919.656,1,47,0,0,0,0,200
1927.773,1,47,0,87,87,0, 113
1932.023,1,47,0,80,83,80, 37
1938.189,1,47,0,5,82,76, 42
1939.989,1,47,0,1,81,76, 43
1941.539,1,47,0,1,81,75, 44
1942.556,1,47,0,1,81,74, 45
1944.673,1,47,0,2,81,72, 47
1946.473,1,47,0,4,81,68, 51
1948.673,1,47,0,6,75,68, 57
2074.689,1,48,0,0,0,0,200
2080.273,1,48,0,85,85,0, 115
2083.439,1,48,0,81,85,81, 34
2085.39,1,49,0,0,0,0,200
2087.523,1,49,0,87,87,0, 113
2091.39,1,49,0,79,87,79, 34
2099.29,1,49,0,3,87,76, 37
2101.023,1,49,0,3,87,73, 40
2103.356,1,49,0,1,86,73, 41
2107.023,1,49,0,2,86,71, 43
2108.89,1,49,0,1,86,70, 44
2112.09,1,49,0,4,86,66, 48
2114.306,1,49,0,2,86,64, 50
2116.34,1,49,0,1,86,63, 51
2118.073,1,49,0,2,86,61, 53
2120.156,1,49,0,1,85,61, 54
2122.173,1,49,0,1,84,61, 55
2124.19,1,49,0,1,83,61, 56
2125.69,1,49,1,0,84,61, 55
2126.406,1,49,0,2,82,61, 57
2130.173,1,49,0,2,82,59, 59
2135.69,1,49,0,2,82,57, 61
2136.973,1,49,0,1,82,56, 62
2138.173,1,49,0,1,82,55, 63
2143.973,1,50,0,0,0,0,200
2152.706,1,50,0,88,88,0, 112
2156.69,1,50,0,86,82,86, 32
2162.623,1,50,0,3,79,86, 35
2163.623,1,50,0,1,78,86, 36
2165.106,1,50,0,3,75,86, 39
2166.056,1,50,0,1,75,85, 40
2167.79,1,50,0,3,74,83, 43
2169.073,1,50,0,1,73,83, 44
2170.34,1,50,0,5,72,79, 49
2176.007,1,50,0,3,70,78, 52
2178.273,1,50,0,1,70,77, 53
2180.473,1,50,0,1,69,77, 54
2181.723,1,50,1,0,70,77, 53
2182.756,1,50,0,2,68,77, 55
2185.59,1,50,0,1,67,77, 56
2188.14,1,51,0,0,0,0,200
2194.723,1,51,0,148,148,0, 52
2199.89,1,51,0,3,145,0, 55
2201.973,1,51,0,2,143,0, 57
2203.89,1,51,0,1,142,0, 58
2206.756,1,51,0,4,138,0, 62
2212.506,1,51,0,2,136,0, 64
2214.14,1,51,0,3,133,0, 67
2215.373,1,51,1,0,134,0, 66
2216.706,1,51,0,3,131,0, 69
2218.19,1,51,0,2,129,0, 71
2220.823,1,51,0,2,127,0, 73
2223.74,1,51,0,2,125,0, 75
2226.906,1,51,0,2,123,0, 77
2230.94,1,51,0,3,120,0, 80
2234.273,1,52,0,0,0,0,200
2243.373,1,52,0,103,103,0, 97
2244.79,1,52,0,84,187,0, 13
2249.506,1,52,0,2,185,0, 15
2250.756,1,52,0,8,177,0, 23
2252.64,1,52,0,3,174,0, 26
2253.306,1,52,0,1,173,0, 27
2255.29,1,52,0,2,171,0, 29
2256.79,1,52,1,0,170,0, 30
2257.707,1,52,0,2,168,0, 32
2259.056,1,52,1,0,167,0, 33
2261.473,1,52,0,2,165,0, 35
2263.873,1,52,0,3,162,0, 38
2265.623,1,52,0,3,159,0, 41
2268.123,1,52,0,3,156,0, 44
2270.29,1,52,0,3,153,0, 47
2271.806,1,52,0,4,149,0, 51
2273.807,1,52,0,3,146,0, 54
2276.957,1,52,0,3,143,0, 57
2280.723,1,53,0,0,0,0,200
2284.406,1,53,0,105,105,0, 95
2285.39,1,53,0,81,186,0, 14
2292.273,1,53,0,4,182,0, 18
2293.356,1,53,0,3,179,0, 21
2294.273,1,53,0,2,177,0, 23
2295.406,1,53,0,1,176,0, 24
2296.523,1,53,0,3,173,0, 27
2297.69,1,53,0,1,172,0, 28
2299.507,1,53,0,1,171,0, 29
2304.09,1,53,0,3,168,0, 32
2305.69,1,53,0,1,167,0, 33
2307.89,1,53,0,1,166,0, 34
2309.373,1,53,0,3,163,0, 37
2311.906,1,53,0,1,162,0, 38
2313.09,1,53,0,1,161,0, 39
2315.573,1,53,1,0,162,0, 38
2316.707,1,53,0,1,161,0, 39
2319.207,1,54,0,0,0,0,200
2325.156,1,54,0,164,164,0, 36
2330.257,1,54,0,4,160,0, 40
2331.49,1,54,0,2,158,0, 42
2332.906,1,54,0,4,154,0, 46
2334.623,1,54,0,7,147,0, 53
2335.957,1,54,0,2,145,0, 55
2337.473,1,54,0,2,143,0, 57
2338.357,1,54,0,1,142,0, 58
2340.707,1,54,0,3,139,0, 61
2343.156,1,54,0,2,137,0, 63
2345.507,1,54,1,0,138,0, 62
2346.007,1,54,0,4,134,0, 66
2347.857,1,54,0,2,132,0, 68
2365.923,1,55,0,0,0,0,200
2374.906,1,55,0,189,189,0, 11
2377.157,1,55,0,1,188,0, 12
2377.907,1,55,0,1,187,0, 13
2378.64,1,55,0,1,186,0, 14
2380.34,1,55,0,2,184,0, 16
2381.257,1,55,0,2,182,0, 18
2382.673,1,55,0,1,181,0, 19
2384.19,1,55,0,2,179,0, 21
2385.14,1,55,0,1,178,0, 22
2386.523,1,55,0,1,177,0, 23
2388.14,1,55,0,4,173,0, 27
2390.74,1,55,0,1,172,0, 28
2393.24,1,55,0,1,171,0, 29
2394.19,1,55,0,1,170,0, 30
2396.757,1,55,0,1,169,0, 31
2398.24,1,55,0,1,168,0, 32
2402.373,1,55,0,2,166,0, 34
2411.757,1,55,0,1,165,0, 35
2413.907,1,55,0,1,164,0, 36
2425.873,1,56,0,0,0,0,200
2433.007,1,56,0,96,96,0, 104
2435.173,1,56,0,78,174,0, 26
2440.657,1,56,0,1,173,0, 27
2441.357,1,56,0,1,172,0, 28
2442.34,1,56,0,1,171,0, 29
2443.373,1,56,0,2,169,0, 31
2443.957,1,56,1,0,168,0, 32
2444.59,1,56,0,2,166,0, 34
2448.757,1,56,0,3,163,0, 37
2450.49,1,56,0,1,162,0, 38
2451.79,1,56,0,1,161,0, 39
2453.157,1,56,0,1,160,0, 40
2454.607,1,56,0,1,159,0, 41
2456.89,1,56,0,2,157,0, 43
2462.79,1,56,0,1,156,0, 44
2475.157,1,56,0,2,158,0, 42
2479.49,1,56,0,2,156,0, 44
2485.94,1,56,0,1,155,0, 45
2486.874,1,56,0,1,154,0, 46
2490.823,1,56,0,1,153,0, 47
2492.04,1,56,0,1,152,0, 48
2493.323,1,56,0,1,151,0, 49
2495.44,1,56,0,1,150,0, 50
2496.39,1,56,0,1,149,0, 51
2498.74,1,56,0,3,146,0, 54
2500.857,1,56,0,1,145,0, 55
2501.34,1,56,1,0,144,0, 56
2503.874,1,56,1,0,143,0, 57
2519.29,1,57,0,0,0,0,200
2525.69,1,57,0,91,91,0, 109
2531.424,1,57,0,90,181,0, 19
2534.29,1,57,0,3,178,0, 22
2535.99,1,57,0,3,175,0, 25
2537.74,1,57,0,7,168,0, 32
2539.34,1,57,0,4,164,0, 36
2540.14,1,57,1,0,165,0, 35
2544.374,1,57,0,7,158,0, 42
2546.507,1,57,0,7,151,0, 49
2549.657,1,57,0,7,144,0, 56
2551.357,1,57,0,2,142,0, 58
2553.707,1,57,0,5,137,0, 63
2554.54,1,57,0,2,135,0, 65
2555.64,1,57,0,2,133,0, 67
2556.474,1,57,0,1,132,0, 68
2558.374,1,57,0,1,131,0, 69
2560.09,1,57,0,1,130,0, 70
2563.307,1,57,0,3,127,0, 73
2563.84,1,57,1,0,126,0, 74
2576.557,1,58,0,0,0,0,200
2585.107,1,58,0,180,180,0, 20
2588.257,1,59,0,0,0,0,200
2594.874,1,59,0,195,195,0, 5
2596.457,1,60,0,0,0,0,200
2601.94,1,60,0,197,197,0, 3
2604.607,1,61,0,0,0,0,200
2610.574,1,61,0,181,181,0, 19
